,features,labels
1820,[0.23459363 0.22755135 0.11491747 ... 0.115968   0.22796928 0.13618817],Milia
1821,[0.41260419 0.04313566 0.         ... 0.07227851 0.02174663 0.45402237],Milia
1822,[0.13710706 0.06900779 0.17644905 ... 0.08116363 0.00980745 0.01386984],Milia
1823,[0.24256348 0.24256348 0.19984851 ... 0.10407686 0.02511767 0.23510544],Milia
1824,[0. 0. 0. ... 0. 0. 0.],Milia
1825,[0.00376061 0.         0.         ... 0.         0.         0.        ],Milia
1826,[0.23097913 0.06882604 0.07929692 ... 0.18705179 0.15946657 0.16612818],Milia
1827,[0.24506349 0.06268303 0.0925624  ... 0.13760268 0.12626106 0.08019803],Milia
1828,[0.05282504 0.         0.01067227 ... 0.         0.         0.        ],Milia
1829,[0.27258212 0.10190098 0.0402799  ... 0.15189486 0.0598172  0.08955073],Milia
1830,[0.14663363 0.02964781 0.06498168 ... 0.16370429 0.16085006 0.06154116],Milia
1831,[0.26178948 0.26178948 0.26178948 ... 0.19934677 0.13037667 0.07701549],Milia
1832,[0.2744538  0.1530367  0.01735264 ... 0.         0.         0.        ],Milia
1833,[0.18881514 0.06156709 0.0250402  ... 0.24825108 0.24825108 0.23876657],Milia
1834,[0.19690624 0.12291116 0.10728303 ... 0.127169   0.12719918 0.02376778],Milia
1835,[0.0987227  0.26227579 0.26225688 ... 0.25198287 0.02656133 0.0375634 ],Milia
1836,[0.22402684 0.09750649 0.10386482 ... 0.15160848 0.11758755 0.1519665 ],Milia
1837,[0. 0. 0. ... 0. 0. 0.],Milia
1838,[0.23888387 0.15173483 0.10903276 ... 0.11655204 0.2112434  0.15965805],Milia
1839,[0.25617273 0.25617273 0.23033311 ... 0.11646011 0.06576841 0.08651265],Milia
1840,[0.2792323  0.1684859  0.07440128 ... 0.03879363 0.03737593 0.02093998],Milia
1841,[0.29037136 0.09007416 0.05879249 ... 0.14337177 0.18993289 0.13815657],Milia
1842,[0.22400413 0.10963921 0.03971228 ... 0.05439929 0.10396225 0.25247656],Milia
1843,[0.         0.         0.         ... 0.23615517 0.04978589 0.        ],Milia
1844,[0.13971564 0.02840124 0.25147532 ... 0.16195582 0.08535822 0.        ],Milia
1845,[0.         0.         0.         ... 0.13523015 0.14800244 0.16796314],Milia
1846,[0.26093268 0.0778103  0.21680197 ... 0.05919644 0.1503807  0.19447475],Milia
1847,[0.16681247 0.05939427 0.04698321 ... 0.23234805 0.23234805 0.14793207],Milia
1848,[0.00725771 0.         0.         ... 0.         0.         0.        ],Milia
1849,[0.22880812 0.05695781 0.07620657 ... 0.1653544  0.1585446  0.04003478],Milia
1850,[0.27215446 0.21087255 0.14219983 ... 0.20538208 0.16964753 0.20912505],Milia
1851,[0.18946908 0.19296462 0.19383066 ... 0.12207372 0.18313222 0.30083722],Milia
1852,[0.23266486 0.2146379  0.05385695 ... 0.07414444 0.09584236 0.16290298],Milia
1853,[0.23347939 0.15123864 0.23347939 ... 0.22798639 0.17503288 0.16172774],Milia
1854,[0.26991053 0.24156088 0.02944899 ... 0.50520702 0.04401093 0.01005797],Milia
1855,[0.53009864 0.00247366 0.00555314 ... 0.00819585 0.01559803 0.3270221 ],Milia
1856,[0.21176007 0.14474232 0.12390503 ... 0.12141102 0.18963398 0.2297538 ],Milia
1857,[0.26796433 0.26796433 0.21650367 ... 0.0915748  0.27714674 0.27714674],Milia
1858,[0.23968518 0.         0.28726381 ... 0.23410707 0.11389411 0.        ],Milia
1859,[0.34691361 0.15288441 0.00257565 ... 0.         0.         0.21472307],Milia
1860,[0.29109518 0.03332551 0.04665835 ... 0.23796848 0.23796848 0.19628511],Milia
1861,[0.28652364 0.12496343 0.04468728 ... 0.01436325 0.02613745 0.03211719],Milia
1862,[0.266044   0.21919842 0.266044   ... 0.1033638  0.10356657 0.06471554],Milia
1863,[0.26503348 0.14411012 0.1433827  ... 0.09317308 0.09850009 0.23896334],Milia
1864,[0.20102857 0.11103945 0.12998776 ... 0.11635538 0.13834219 0.07943654],Milia
1865,[0. 0. 0. ... 0. 0. 0.],Milia
1866,[0.10631472 0.01546255 0.00325979 ... 0.10552728 0.14267443 0.05153116],Milia
1867,[0.24432076 0.24432076 0.24432076 ... 0.06834373 0.16733787 0.09739977],Milia
1868,[0. 0. 0. ... 0. 0. 0.],Milia
1869,[0.25506488 0.19556665 0.23066589 ... 0.22611659 0.19745487 0.16716485],Milia
1870,[0. 0. 0. ... 0. 0. 0.],Milia
1871,[0.25816095 0.0553293  0.03710182 ... 0.09315344 0.11015985 0.0633219 ],Milia
1872,[0. 0. 0. ... 0. 0. 0.],Milia
1873,[0.11368143 0.02181246 0.01145655 ... 0.06582503 0.04498663 0.13551703],Milia
1874,[0.25446276 0.25446276 0.13859218 ... 0.08142009 0.19769749 0.09672581],Milia
1875,[0.2688893  0.1971534  0.08853181 ... 0.19664129 0.1530241  0.0216077 ],Milia
1876,[0.17540544 0.15803135 0.2520503  ... 0.1559181  0.13510057 0.03559944],Milia
1877,[0.0338167  0.06354207 0.15229238 ... 0.15361994 0.01850892 0.        ],Milia
1878,[0.0083035  0.         0.00078286 ... 0.         0.         0.        ],Milia
1879,[0.20821299 0.22118453 0.12403734 ... 0.10665123 0.08867562 0.11521946],Milia
1880,[0.13009096 0.136478   0.28638241 ... 0.14213226 0.01872757 0.        ],Milia
1881,[0.25235058 0.25235058 0.12512762 ... 0.23105243 0.13327939 0.08873165],Milia
1882,[0. 0. 0. ... 0. 0. 0.],Milia
1883,[0.23432409 0.04197319 0.07263197 ... 0.15145713 0.17520237 0.12728276],Milia
1884,[0.34000751 0.22051558 0.23006045 ... 0.04325081 0.02437275 0.14350795],Milia
1885,[0.25412832 0.02251469 0.12247602 ... 0.2041062  0.11815915 0.14464717],Milia
1886,[0.17377266 0.04699486 0.02274319 ... 0.17242946 0.05574511 0.24645692],Milia
1887,[0. 0. 0. ... 0. 0. 0.],Milia
1888,[0. 0. 0. ... 0. 0. 0.],Milia
1889,[0.20853467 0.06278867 0.09837397 ... 0.21391291 0.15154717 0.09578716],Milia
1890,[0.23960828 0.17377678 0.10739376 ... 0.23885905 0.23885905 0.18575672],Milia
1891,[0. 0. 0. ... 0. 0. 0.],Milia
1892,[0.04640553 0.16231635 0.25139872 ... 0.07553891 0.04648229 0.0217588 ],Milia
1893,[0.24971923 0.06790292 0.01188821 ... 0.06167989 0.02438112 0.        ],Milia
1894,[0.30233614 0.14201504 0.08981818 ... 0.28784538 0.01872077 0.02647517],Milia
1895,[0.24840639 0.15202605 0.0721261  ... 0.05446162 0.29484937 0.29484937],Milia
1896,[0.24738854 0.05595644 0.09978573 ... 0.088947   0.19255222 0.09104624],Milia
1897,[0. 0. 0. ... 0. 0. 0.],Milia
1898,[0.20114068 0.09194439 0.12024056 ... 0.05465725 0.05481171 0.12740823],Milia
1899,[0. 0. 0. ... 0. 0. 0.],Milia
1900,[0.17267731 0.09718135 0.13014336 ... 0.04942305 0.02387847 0.05455059],Milia
1901,[0.31711684 0.13820827 0.03032246 ... 0.01038416 0.         0.        ],Milia
1902,[0.32402074 0.16382361 0.03801579 ... 0.23154567 0.23154567 0.22345094],Milia
1903,[0.22946926 0.06305276 0.01521092 ... 0.26711145 0.21249876 0.06175413],Milia
1904,[0. 0. 0. ... 0. 0. 0.],Milia
1905,[0.21181197 0.13919314 0.07971716 ... 0.1632658  0.17232297 0.05149393],Milia
1906,[0.22461627 0.19944813 0.14486989 ... 0.09666256 0.14662165 0.0724955 ],Milia
1907,[0.36096534 0.03550086 0.         ... 0.04710083 0.         0.        ],Milia
1908,[0. 0. 0. ... 0. 0. 0.],Milia
1909,[0.24142669 0.08845273 0.10307084 ... 0.21111881 0.18992448 0.21841561],Milia
1910,[0. 0. 0. ... 0. 0. 0.],Milia
1911,[0.28063753 0.28063753 0.28063753 ... 0.23014829 0.16985829 0.10231581],Milia
1912,[0.33429391 0.33429391 0.11778553 ... 0.10973585 0.08954113 0.03505384],Milia
1913,[0.00185618 0.         0.         ... 0.         0.         0.        ],Milia
1914,[0.23310938 0.23310938 0.18498951 ... 0.0941164  0.17007253 0.24878458],Milia
1915,[0.22381671 0.14736881 0.19021796 ... 0.06255505 0.04189584 0.03172796],Milia
1916,[0.28194582 0.28194582 0.28194582 ... 0.02780506 0.05027488 0.06404057],Milia
1917,[0.17223293 0.12799538 0.16568037 ... 0.03471182 0.07391059 0.11170843],Milia
1918,[0.24489356 0.24489356 0.24489356 ... 0.00282947 0.00447379 0.03027783],Milia
1919,[0. 0. 0. ... 0. 0. 0.],Milia
1920,[0.14519921 0.22130284 0.32898624 ... 0.         0.02289457 0.2826257 ],Milia
1921,[0.24506366 0.15544078 0.02141603 ... 0.         0.         0.        ],Milia
1922,[0.22018093 0.11735293 0.03600943 ... 0.1212112  0.20654093 0.18598606],Milia
1923,[0.24316374 0.24316374 0.14595252 ... 0.03107977 0.03621231 0.01939428],Milia
1924,[0.10158152 0.03563181 0.03182127 ... 0.16895993 0.25888983 0.08350737],Milia
1925,[0. 0. 0. ... 0. 0. 0.],Milia
1926,[0.02729287 0.         0.00871566 ... 0.02168619 0.         0.        ],Milia
1927,[0.23483994 0.1274097  0.0921252  ... 0.14841083 0.20073397 0.28585624],Milia
1928,[0.22533982 0.14611991 0.10702573 ... 0.11875803 0.07608722 0.1211513 ],Milia
1929,[0.157994   0.08399918 0.31995441 ... 0.12505344 0.32487538 0.15802799],Milia
1930,[0.1932071  0.21780971 0.20391159 ... 0.14818708 0.04393207 0.06212933],Milia
1931,[0.29571075 0.14667664 0.05474775 ... 0.12257384 0.15351391 0.24993353],Milia
1932,[0.15748138 0.03447219 0.03045315 ... 0.22894762 0.07664149 0.08920499],Milia
1933,[0.26736331 0.17468467 0.14783816 ... 0.07944767 0.         0.        ],Milia
1934,[0.15909218 0.03013634 0.11851609 ... 0.10287457 0.16795249 0.01457016],Milia
1935,[0.35940861 0.06297422 0.00405063 ... 0.03387286 0.09804559 0.22104144],Milia
1936,[0.23902773 0.15900911 0.12193136 ... 0.06799428 0.15920672 0.11624171],Milia
1937,[0.19164774 0.13273947 0.01463874 ... 0.22290208 0.20607608 0.09073564],Milia
1938,[0.21123347 0.01786202 0.06359691 ... 0.15695762 0.18879822 0.18932428],Milia
1939,[0.17758875 0.16679692 0.15983662 ... 0.02904757 0.06469659 0.        ],Milia
1940,[0.2773532  0.12432245 0.0638878  ... 0.01419666 0.10886892 0.19917625],Milia
1941,[0.16048772 0.05412411 0.04857625 ... 0.14564745 0.11002289 0.14163169],Milia
1942,[0.22525659 0.15691599 0.13528085 ... 0.09323527 0.10816035 0.20934153],Milia
1943,[0.222242   0.17322378 0.15938225 ... 0.08512209 0.11606107 0.08882456],Milia
1944,[0.23061551 0.07876713 0.13250162 ... 0.2040049  0.0959885  0.13030009],Milia
1945,[0.24242664 0.17906972 0.18226033 ... 0.12627101 0.22454253 0.12695591],Milia
1946,[0.23213226 0.         0.0536046  ... 0.1669496  0.14516419 0.12725222],Milia
1947,[0.14452887 0.06223696 0.08532022 ... 0.05000829 0.03889637 0.        ],Milia
1948,[0.44925253 0.01742857 0.02204559 ... 0.09862161 0.10995065 0.18956141],Milia
1949,[0.229639   0.10396718 0.05944648 ... 0.12953834 0.0995129  0.22261465],Milia
1950,[0.16857733 0.05962593 0.0737783  ... 0.05650737 0.09806873 0.22621948],Milia
1951,[0.25875765 0.24774244 0.17036557 ... 0.02935642 0.0624042  0.0426541 ],Milia
1952,[0.2382053  0.06321944 0.08307285 ... 0.14420248 0.23438162 0.08739833],Milia
1953,[0.24483878 0.05071202 0.10363191 ... 0.12455844 0.11889287 0.08769006],Milia
1954,[0.27420165 0.18195015 0.04034705 ... 0.16689877 0.21141222 0.17040503],Milia
1955,[0.26109881 0.06111756 0.09701809 ... 0.12761485 0.07369981 0.16841424],Milia
1956,[0.26123828 0.26123828 0.21763389 ... 0.22916728 0.14532492 0.06833818],Milia
1957,[0.25604196 0.07606891 0.10050546 ... 0.08808192 0.08317007 0.03022436],Milia
1958,[0.25248016 0.2065509  0.16449912 ... 0.25584992 0.22424899 0.08141268],Milia
1959,[0.24372158 0.06126491 0.07283187 ... 0.17033229 0.23716817 0.20238684],Milia
1960,[0.37754344 0.26003557 0.14059889 ... 0.02252073 0.         0.        ],Milia
1961,[0.2339698  0.12368681 0.09459323 ... 0.05125303 0.0114154  0.01614381],Milia
1962,[0.12026611 0.0235289  0.03320025 ... 0.17148062 0.25072501 0.24510115],Milia
1963,[0.23504815 0.03590861 0.04150797 ... 0.02674797 0.02114613 0.08392059],Milia
1964,[0.10931218 0.13029817 0.09620408 ... 0.06826192 0.21884762 0.2197112 ],Milia
1965,[0.27895269 0.22825509 0.20773689 ... 0.09194629 0.1389961  0.03048916],Milia
1966,[0.27013087 0.12616796 0.05703993 ... 0.02751021 0.03500212 0.0239877 ],Milia
1967,[0.25335163 0.206677   0.16459955 ... 0.25583589 0.22287373 0.07972073],Milia
1968,[0.29900262 0.02502766 0.04748665 ... 0.         0.         0.        ],Milia
1969,[0.12369667 0.02765942 0.28639869 ... 0.10258583 0.09732147 0.        ],Milia
1970,[0.18137656 0.1031581  0.10917009 ... 0.08672276 0.19757077 0.17787337],Milia
1971,[0.26569693 0.09444642 0.11178759 ... 0.0620876  0.1087631  0.20706412],Milia
1972,[0.23403293 0.03575194 0.04132687 ... 0.0267625  0.02115762 0.08396617],Milia
1973,[0.04931334 0.01826356 0.15019012 ... 0.23332208 0.13807545 0.05014982],Milia
1974,[0.21269778 0.23658372 0.24522981 ... 0.24586793 0.27597967 0.03598116],Milia
1975,[0.23818222 0.02832533 0.03085966 ... 0.0651495  0.08463363 0.00654495],Milia
1976,[0.23469759 0.14788991 0.16062001 ... 0.07267491 0.14536557 0.20596556],Milia
1977,[0.27142195 0.15108569 0.27142195 ... 0.         0.         0.        ],Milia
1978,[0.23299882 0.12940565 0.1021811  ... 0.15182225 0.18313499 0.18368887],Milia
1979,[0.26852751 0.14798952 0.03078803 ... 0.506208   0.02699657 0.00871502],Milia
1980,[0.20302982 0.07031147 0.06528299 ... 0.2090812  0.07825696 0.18988868],Milia
1981,[0.20824607 0.12753972 0.2050703  ... 0.12878194 0.20299702 0.17923906],Milia
1982,[0.21065939 0.24534071 0.24534071 ... 0.11573949 0.1558288  0.21658372],Milia
1983,[0.29951724 0.         0.07768684 ... 0.15553177 0.1725249  0.        ],Milia
1984,[0.23359162 0.20624573 0.08235667 ... 0.10712114 0.09915705 0.21897404],Milia
1985,[0.22291289 0.18641871 0.09469088 ... 0.0979369  0.16908939 0.16931554],Milia
1986,[0.29044624 0.0323842  0.06437973 ... 0.23625141 0.23625141 0.22361057],Milia
1987,[0.2677861  0.04785893 0.02296951 ... 0.0387887  0.02044344 0.05782279],Milia
1988,[0.13390761 0.21542975 0.21948588 ... 0.07172171 0.00802954 0.01480573],Milia
1989,[0.2225173  0.1413678  0.19097535 ... 0.21897516 0.20440523 0.13048604],Milia
1990,[0.22830491 0.06739387 0.00626244 ... 0.1213461  0.22235351 0.22033756],Milia
1991,[0.10999952 0.00821795 0.00322335 ... 0.18661667 0.04772097 0.07432281],Milia
1992,[0.14611662 0.07911817 0.03493814 ... 0.07785647 0.03056248 0.13240214],Milia
1993,[0.17537508 0.09464361 0.04893928 ... 0.14861139 0.07794097 0.27078713],Milia
1994,[0.22710877 0.16129402 0.15702288 ... 0.05881964 0.10845267 0.22012924],Milia
1995,[0.2731667  0.19426601 0.07182263 ... 0.12513782 0.10037638 0.0362086 ],Rosacea
1996,[0.27219405 0.21344801 0.10621075 ... 0.11300336 0.         0.        ],Rosacea
1997,[0.23352983 0.13099308 0.16208084 ... 0.         0.         0.        ],Rosacea
1998,[0.27227978 0.26127679 0.14735021 ... 0.05866593 0.11131077 0.13118099],Rosacea
1999,[0.25041999 0.11990192 0.12065494 ... 0.07000821 0.09475566 0.14358738],Rosacea
2000,[0.15599443 0.10140572 0.1220345  ... 0.12774759 0.24641638 0.24641638],Rosacea
2001,[0.27024191 0.08191936 0.01722774 ... 0.05639857 0.10898206 0.17262522],Rosacea
2002,[0.16462832 0.         0.         ... 0.1497966  0.19945541 0.22953839],Rosacea
2003,[0.30653437 0.         0.18848043 ... 0.0213106  0.13899739 0.26628256],Rosacea
2004,[0.22925081 0.22925081 0.22925081 ... 0.11969676 0.26769805 0.26769805],Rosacea
2005,[0.25372593 0.11949852 0.10417748 ... 0.21828246 0.26491089 0.26491089],Rosacea
2006,[0.27263441 0.06427367 0.0870419  ... 0.03513512 0.01826796 0.01388579],Rosacea
2007,[0.25046675 0.24258889 0.20942863 ... 0.10360208 0.18927547 0.13422892],Rosacea
2008,[0.33545295 0.06023836 0.07214796 ... 0.14290778 0.         0.        ],Rosacea
2009,[0.25006135 0.25006135 0.23007745 ... 0.22278067 0.04183756 0.15464843],Rosacea
2010,[0.21891672 0.08130643 0.13726235 ... 0.1033591  0.14055632 0.1126077 ],Rosacea
2011,[0.33206991 0.33206991 0.09460602 ... 0.08668561 0.06259784 0.22394515],Rosacea
2012,[0.20762093 0.13927304 0.23432663 ... 0.09438345 0.08205425 0.06628499],Rosacea
2013,[0.20470012 0.04840144 0.19108358 ... 0.00276784 0.00447155 0.11102219],Rosacea
2014,[0.2735021  0.13044514 0.08265146 ... 0.22791963 0.22791963 0.14763112],Rosacea
2015,[0.24007049 0.03882969 0.06401186 ... 0.         0.08547493 0.28823275],Rosacea
2016,[0.16393454 0.12621951 0.24466491 ... 0.26104151 0.2507128  0.08316814],Rosacea
2017,[0.22706753 0.14685731 0.22706753 ... 0.02259491 0.01557995 0.03454694],Rosacea
2018,[0.2508643  0.2339767  0.2508643  ... 0.08139219 0.33030053 0.25995049],Rosacea
2019,[0.26754398 0.12614365 0.01230881 ... 0.14155519 0.0256978  0.03090664],Rosacea
2020,[0.         0.         0.         ... 0.07760776 0.06268195 0.17384637],Rosacea
2021,[0.08930302 0.00950893 0.01202796 ... 0.1243231  0.07390991 0.04457897],Rosacea
2022,[0.09751373 0.01318214 0.04376764 ... 0.02770133 0.08068764 0.07401186],Rosacea
2023,[0.24263634 0.0658018  0.11300436 ... 0.05909613 0.05130846 0.1920485 ],Rosacea
2024,[0.25676442 0.08974653 0.25676442 ... 0.05960963 0.26882933 0.18060056],Rosacea
2025,[0.23708683 0.14419984 0.05743474 ... 0.14241241 0.19914955 0.24012471],Rosacea
2026,[0.24007284 0.11565795 0.14630174 ... 0.23981991 0.23981991 0.23981991],Rosacea
2027,[0.1880962  0.13562726 0.14002976 ... 0.0530962  0.03103149 0.04083289],Rosacea
2028,[0.23315335 0.11008887 0.14449852 ... 0.12433818 0.23179408 0.19390279],Rosacea
2029,[0.20242594 0.23470839 0.23470839 ... 0.04789823 0.04758486 0.01097224],Rosacea
2030,[0.30943519 0.17627985 0.13931461 ... 0.03055884 0.18683793 0.06171118],Rosacea
2031,[0.18414386 0.03310011 0.03378887 ... 0.14781033 0.14143367 0.07077493],Rosacea
2032,[0.12646032 0.0299383  0.05171582 ... 0.18240747 0.2023897  0.06400446],Rosacea
2033,[0.27232234 0.1605091  0.14672859 ... 0.15414004 0.23541853 0.0561007 ],Rosacea
2034,[0.21779957 0.         0.01096239 ... 0.         0.         0.        ],Rosacea
2035,[0.21091473 0.00965779 0.00433617 ... 0.09472245 0.12133231 0.13254134],Rosacea
2036,[0.30395117 0.30395117 0.30395117 ... 0.1107951  0.09193961 0.1544208 ],Rosacea
2037,[0.2493929  0.18131797 0.19364828 ... 0.01712089 0.00925747 0.0178409 ],Rosacea
2038,[0.23157013 0.23157013 0.17554885 ... 0.16994851 0.0797336  0.01931703],Rosacea
2039,[0.23284973 0.12328129 0.20847183 ... 0.07928091 0.08288548 0.21949332],Rosacea
2040,[0.22578585 0.06652856 0.13327386 ... 0.07564772 0.05761857 0.08784013],Rosacea
2041,[0.25716497 0.         0.039242   ... 0.31682541 0.36076432 0.10055293],Rosacea
2042,[0.21592815 0.14950212 0.09712715 ... 0.0734951  0.04224501 0.12207437],Rosacea
2043,[0.22754779 0.15166703 0.06565371 ... 0.22091364 0.15187224 0.14810025],Rosacea
2044,[0.05978971 0.10203582 0.31114327 ... 0.21226082 0.12972116 0.22291766],Rosacea
2045,[0.23894953 0.19280513 0.22348951 ... 0.07812451 0.17919028 0.01573938],Rosacea
2046,[0.24425314 0.12653251 0.18826836 ... 0.04636103 0.1306241  0.10630549],Rosacea
2047,[0.15991626 0.11796415 0.10873382 ... 0.23211474 0.23358159 0.11691837],Rosacea
2048,[0.35613135 0.         0.00081894 ... 0.22370651 0.23694253 0.06514134],Rosacea
2049,[0.19008703 0.15855284 0.2207328  ... 0.22220012 0.10270726 0.05257992],Rosacea
2050,[0.24196982 0.20587188 0.08291191 ... 0.25226909 0.25226909 0.13097681],Rosacea
2051,[0.21025704 0.07934408 0.07653067 ... 0.00426151 0.00800403 0.02683575],Rosacea
2052,[0.23899694 0.19920981 0.05907899 ... 0.13981019 0.09156677 0.0230728 ],Rosacea
2053,[0.23132315 0.23132315 0.16588557 ... 0.10139523 0.08708363 0.15719301],Rosacea
2054,[0.15989976 0.05440608 0.03755992 ... 0.22914949 0.21431317 0.16686588],Rosacea
2055,[0.12985412 0.12424623 0.07737782 ... 0.02257547 0.00396611 0.01292206],Rosacea
2056,[0.22281768 0.16301062 0.17978858 ... 0.         0.         0.        ],Rosacea
2057,[0.27946982 0.15925011 0.13280426 ... 0.         0.09365768 0.3404297 ],Rosacea
2058,[0.15519902 0.11878164 0.06583241 ... 0.03784126 0.14563635 0.31046101],Rosacea
2059,[0.16341373 0.32306166 0.32306166 ... 0.31363013 0.05367805 0.05937374],Rosacea
2060,[0.34226909 0.2264263  0.10764013 ... 0.24727699 0.21721072 0.        ],Rosacea
2061,[0.24654044 0.20385417 0.02153047 ... 0.08278567 0.06797737 0.00997948],Rosacea
2062,[0.22704967 0.08562163 0.15922411 ... 0.10960143 0.06926981 0.05236806],Rosacea
2063,[0.03822726 0.         0.06223692 ... 0.11208942 0.05991912 0.04551397],Rosacea
2064,[0.21928903 0.1611052  0.15115952 ... 0.10499027 0.07939428 0.0510877 ],Rosacea
2065,[0.24243604 0.21893159 0.21601753 ... 0.14193061 0.2231807  0.05289442],Rosacea
2066,[0.22185538 0.22185538 0.22185538 ... 0.01821138 0.07389027 0.24157204],Rosacea
2067,[0.05370599 0.17823737 0.3569297  ... 0.10903955 0.13423306 0.15553342],Rosacea
2068,[0.30118513 0.07991387 0.01946818 ... 0.12436508 0.11173529 0.23374836],Rosacea
2069,[0.11143041 0.01132124 0.01728209 ... 0.24623341 0.2719797  0.        ],Rosacea
2070,[0.19954809 0.22732555 0.22732555 ... 0.06483034 0.09715624 0.        ],Rosacea
2071,[0.25971332 0.25971332 0.25971332 ... 0.23424459 0.08774136 0.23424459],Rosacea
2072,[0.26184966 0.17293103 0.1186194  ... 0.         0.         0.        ],Rosacea
2073,[0.23271388 0.09131637 0.08114197 ... 0.15864443 0.         0.06449815],Rosacea
2074,[0.25052024 0.15837877 0.11653045 ... 0.34626299 0.         0.        ],Rosacea
2075,[0.27202507 0.15295163 0.06016275 ... 0.08383973 0.296986   0.296986  ],Rosacea
2076,[0.26427553 0.05566693 0.07056302 ... 0.14233891 0.12746423 0.0258445 ],Rosacea
2077,[0.23990879 0.02357919 0.11050623 ... 0.24201532 0.24201532 0.1995325 ],Rosacea
2078,[0.28295611 0.24986586 0.05364249 ... 0.34032734 0.09783725 0.        ],Rosacea
2079,[0.22668203 0.16035929 0.1167291  ... 0.06219506 0.07413245 0.05485361],Rosacea
2080,[0.2739822  0.29256508 0.19156359 ... 0.03238064 0.11899294 0.01903582],Rosacea
2081,[0.14276166 0.08213843 0.14374662 ... 0.10342948 0.15660299 0.11908517],Rosacea
2082,[0.3301069  0.06200603 0.         ... 0.06382078 0.0721472  0.07732615],Rosacea
2083,[0.44215767 0.16836119 0.21296191 ... 0.01008145 0.05618761 0.03600808],Rosacea
2084,[0.3107428  0.         0.04980414 ... 0.22959881 0.0333193  0.01376957],Rosacea
2085,[0.13144592 0.13921348 0.20780997 ... 0.         0.         0.        ],Rosacea
2086,[0.24146051 0.16468659 0.24146051 ... 0.23904446 0.23904446 0.19185184],Rosacea
2087,[0.22987176 0.20749325 0.22987176 ... 0.18822135 0.03580653 0.04738799],Rosacea
2088,[0.28883075 0.23520045 0.11563579 ... 0.01854419 0.01675482 0.02324196],Rosacea
2089,[0.22268683 0.14926958 0.18362609 ... 0.16558327 0.21998023 0.13497198],Rosacea
2090,[0.27527065 0.07440287 0.09880593 ... 0.07067982 0.09648025 0.32478312],Rosacea
2091,[0.30795361 0.22145272 0.01436067 ... 0.13508874 0.14712898 0.09571739],Rosacea
2092,[0.23871818 0.12328188 0.05454359 ... 0.02990791 0.05817601 0.11112047],Rosacea
2093,[0.29473661 0.29473661 0.29473661 ... 0.         0.         0.        ],Rosacea
2094,[0.25930742 0.16210224 0.         ... 0.1047106  0.06310652 0.02693496],Rosacea
2095,[0.23283985 0.23283985 0.19067009 ... 0.09294287 0.15315743 0.21415438],Rosacea
2096,[0.2378419  0.26917601 0.26917601 ... 0.10384356 0.14366574 0.17154852],Rosacea
2097,[0.18232214 0.07275827 0.01822959 ... 0.01567717 0.1758892  0.28844037],Rosacea
2098,[0.09897624 0.         0.         ... 0.18187769 0.21195174 0.14730781],Rosacea
2099,[0.20695432 0.13032617 0.0935462  ... 0.14441728 0.15100104 0.18905921],Rosacea
2100,[0.29548512 0.19980683 0.22568027 ... 0.08228163 0.11391429 0.04553924],Rosacea
2101,[0.03905401 0.00657288 0.00195966 ... 0.09117082 0.13251618 0.15072272],Rosacea
2102,[0.31536973 0.12082166 0.09214223 ... 0.08309695 0.12950946 0.24465931],Rosacea
2103,[0.29956908 0.29956908 0.06859469 ... 0.15755875 0.16599687 0.28535693],Rosacea
2104,[0.2339377  0.07990475 0.08798248 ... 0.12462772 0.12090558 0.16146368],Rosacea
2105,[0.25909062 0.16353427 0.16912818 ... 0.14016246 0.12117464 0.16213232],Rosacea
2106,[0.31912062 0.         0.02820654 ... 0.03875772 0.02538343 0.05141907],Rosacea
2107,[0.23296584 0.09500363 0.21971181 ... 0.13739669 0.0785493  0.06736558],Rosacea
2108,[0.25281096 0.20966964 0.05528269 ... 0.38348248 0.         0.        ],Rosacea
2109,[0.         0.         0.         ... 0.22567692 0.23670098 0.23670098],Rosacea
2110,[0.25084529 0.14966179 0.25084529 ... 0.15282046 0.16270309 0.12598921],Rosacea
2111,[0.22892196 0.21359458 0.0624479  ... 0.10706911 0.01692912 0.02394139],Rosacea
2112,[0.21689968 0.18112244 0.18740604 ... 0.2112899  0.11543919 0.03422034],Rosacea
2113,[0.27916141 0.03501126 0.02703838 ... 0.11557048 0.09575938 0.1074297 ],Rosacea
2114,[0.21909695 0.08550214 0.16348884 ... 0.11125363 0.01607172 0.01409583],Rosacea
2115,[0.23520687 0.13382554 0.14685659 ... 0.14815014 0.08144119 0.06653636],Rosacea
2116,[0.22574111 0.03921874 0.08051285 ... 0.08868607 0.08460296 0.07536275],Rosacea
2117,[0.51913994 0.36675428 0.07731858 ... 0.06623833 0.03733924 0.18750718],Rosacea
2118,[0.18869883 0.25462561 0.24096443 ... 0.0460968  0.03215121 0.07478519],Rosacea
2119,[0.22923218 0.13575938 0.12258974 ... 0.00579793 0.00458367 0.00648229],Rosacea
2120,[0.09493968 0.00767322 0.03457557 ... 0.09097418 0.085725   0.07030203],Rosacea
2121,[0.22291615 0.06417939 0.08436399 ... 0.25594236 0.25594236 0.17988987],Rosacea
2122,[0.13417853 0.05361534 0.0323291  ... 0.24867358 0.12619468 0.03959012],Rosacea
2123,[0.2091182  0.05784832 0.06005504 ... 0.13226027 0.20407832 0.13527689],Rosacea
